UNIQUE ID,CRITICAL SENTENCE ENGLISH,CRITICAL SENTENCE UNICODE,CRITICAL SENTENCE RUSSIAN,QUESTION FRAME ENGLISH,QUESTION FRAME RUSSIAN,QUESTION FRAME UNICODE,UNDERLYING METAPHOR,UNDERLYING METAPHOR,CORRECT ANSWER,CORRECT ANSWER,CORRECT ANSWER,RELATED ANSWER,RELATED ANSWER,RELATED ANSWER,UNRELATED ANSWER 1,UNRELATED ANSWER 1,UNRELATED ANSWER 1,UNRELATED ANSWER 2,UNRELATED ANSWER 2,UNRELATED ANSWER 2,SET
36,The artist lit up  after selling his first painting.,&#1061;&#1091;&#1076;&#1086;&#1078;&#1085;&#1080;&#1082; &#1079;&#1072;&#1089;&#1080;&#1103;&#1083; &#1087;&#1086;&#1089;&#1083;&#1077; &#1087;&#1088;&#1086;&#1076;&#1072;&#1078;&#1080; &#1089;&#1074;&#1086;&#1077;&#1081; &#1087;&#1077;&#1088;&#1074;&#1086;&#1081; &#1082;&#1072;&#1088;&#1090;&#1080;&#1085;&#1099;.,Художник засиял после продажи своей первой картины.,"In the above sentence, the artist's mood is being described in terms of: ",В этом предложении cчастье художника описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; c&#1095;&#1072;&#1089;&#1090;&#1100;&#1077; &#1093;&#1091;&#1076;&#1086;&#1078;&#1085;&#1080;&#1082;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Happiness is Brightness,Счастье,Brightness,Яркость,&#1071;&#1088;&#1082;&#1086;&#1089;&#1090;&#1100;,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Centrality in Space,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Cleanliness,Чистота,&#1063;&#1080;&#1089;&#1090;&#1086;&#1090;&#1072;,1
37,The artist was drawn to the idea of gaining recognition from the public.,"&#1052;&#1077;&#1095;&#1090;&#1072; &#1086; &#1090;&#1086;&#1084;, &#1095;&#1090;&#1086; &#1086;&#1085; &#1089;&#1090;&#1072;&#1085;&#1077;&#1090; &#1080;&#1079;&#1074;&#1077;&#1089;&#1090;&#1085;&#1099;&#1084;, &#1087;&#1088;&#1080;&#1090;&#1103;&#1075;&#1080;&#1074;&#1072;&#1083;&#1072; &#1093;&#1091;&#1076;&#1086;&#1078;&#1085;&#1080;&#1082;&#1072;.","Мечта о том, что он станет известным, притягивала художника.","In the above sentence, the artist's desire for recognition is being described in terms of: ",В этом предложении желание художника описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1078;&#1077;&#1083;&#1072;&#1085;&#1080;&#1077; &#1093;&#1091;&#1076;&#1086;&#1078;&#1085;&#1080;&#1082;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Desire is a Physical Force,Желание,Physical Force,Физическая сила,&#1060;&#1080;&#1079;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1080;&#1083;&#1072;,Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,Vertical Positioning,Позиция по вертикали,&#1055;&#1086;&#1079;&#1080;&#1094;&#1080;&#1103; &#1087;&#1086; &#1074;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1080;,A Region in Space,Место/Пространство,&#1052;&#1077;&#1089;&#1090;&#1086;/&#1055;&#1088;&#1086;&#1089;&#1090;&#1088;&#1072;&#1085;&#1089;&#1090;&#1074;&#1086;,1
38,The artist was starving for recognition from the public.,&#1061;&#1091;&#1076;&#1086;&#1078;&#1085;&#1080;&#1082; &#1078;&#1072;&#1078;&#1076;&#1072;&#1083; &#1087;&#1088;&#1080;&#1079;&#1085;&#1072;&#1085;&#1080;&#1103; &#1087;&#1091;&#1073;&#1083;&#1080;&#1082;&#1080;.,Художник жаждал признания публики.,"In the above sentence, the artist's desire for recognition is being described in terms of: ",В этом предложении желание художника описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1078;&#1077;&#1083;&#1072;&#1085;&#1080;&#1077; &#1093;&#1091;&#1076;&#1086;&#1078;&#1085;&#1080;&#1082;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Desire is Hunger,Желание,Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,a Physical Force,Физическая сила,&#1060;&#1080;&#1079;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1080;&#1083;&#1072;,Cleanliness,Чистота,&#1063;&#1080;&#1089;&#1090;&#1086;&#1090;&#1072;,An Object in Motion,Объект в движении,&#1054;&#1073;&#1098;&#1077;&#1082;&#1090; &#1074; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1080;,1
39,The artist's mood lifted after selling his first painting.,&#1053;&#1072;&#1089;&#1090;&#1088;&#1086;&#1077;&#1085;&#1080;&#1077; &#1093;&#1091;&#1076;&#1086;&#1078;&#1085;&#1080;&#1082;&#1072; &#1087;&#1086;&#1076;&#1085;&#1103;&#1083;&#1086;&#1089;&#1100; &#1087;&#1086;&#1089;&#1083;&#1077; &#1087;&#1088;&#1086;&#1076;&#1072;&#1078;&#1080; &#1077;&#1075;&#1086; &#1087;&#1077;&#1088;&#1074;&#1086;&#1081; &#1082;&#1072;&#1088;&#1090;&#1080;&#1085;&#1099;.,Настроение художника поднялось после продажи его первой картины.,"In the above sentence, the artist's mood is being described in terms of: ",В этом предложении cчастье художника описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; c&#1095;&#1072;&#1089;&#1090;&#1100;&#1077; &#1093;&#1091;&#1076;&#1086;&#1078;&#1085;&#1080;&#1082;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Happiness is Vertical Elevation,Счастье,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Brightness,Яркость,&#1071;&#1088;&#1082;&#1086;&#1089;&#1090;&#1100;,a Physical Force,Физическая сила,&#1060;&#1080;&#1079;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1080;&#1083;&#1072;,A Region in Space,Место/Пространство,&#1052;&#1077;&#1089;&#1090;&#1086;/&#1055;&#1088;&#1086;&#1089;&#1090;&#1088;&#1072;&#1085;&#1089;&#1090;&#1074;&#1086;,1
40,The business was about to become another casualty of the recession.,&#1052;&#1072;&#1083;&#1099;&#1081; &#1073;&#1080;&#1079;&#1085;&#1077;&#1089; &#1089;&#1090;&#1072;&#1083; &#1077;&#1097;&#1077; &#1086;&#1076;&#1085;&#1086;&#1081; &#1078;&#1077;&#1088;&#1090;&#1074;&#1086;&#1081; &#1082;&#1088;&#1080;&#1079;&#1080;&#1089;&#1072;.,Малый бизнес стал еще одной жертвой кризиса.,"In the above sentence, the activity of the business is being described in terms of: ",В этом предложении активность бизнеса описана как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1072;&#1082;&#1090;&#1080;&#1074;&#1085;&#1086;&#1089;&#1090;&#1100; &#1073;&#1080;&#1079;&#1085;&#1077;&#1089;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;:,Activity is Being Alive/Dead,Активность,Life,Жизнь,&#1046;&#1080;&#1079;&#1085;&#1100;,Being Asleep/Awake,Сон/ Бодрствование,&#1057;&#1086;&#1085;/ &#1041;&#1086;&#1076;&#1088;&#1089;&#1090;&#1074;&#1086;&#1074;&#1072;&#1085;&#1080;&#1077;,Arriving at a Destination,Прибывать в место назначения,&#1055;&#1088;&#1080;&#1073;&#1099;&#1074;&#1072;&#1090;&#1100; &#1074; &#1084;&#1077;&#1089;&#1090;&#1086; &#1085;&#1072;&#1079;&#1085;&#1072;&#1095;&#1077;&#1085;&#1080;&#1103;,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,1
41,The businessman's spirits dimmed when he learned of the failed investment.,"&#1057;&#1086;&#1089;&#1090;&#1086;&#1103;&#1085;&#1080;&#1077; &#1076;&#1091;&#1093;&#1072; &#1073;&#1080;&#1079;&#1085;&#1077;&#1089;&#1084;&#1077;&#1085;&#1072; &#1086;&#1082;&#1086;&#1085;&#1095;&#1072;&#1090;&#1077;&#1083;&#1100;&#1085;&#1086; &#1087;&#1086;&#1084;&#1077;&#1088;&#1082;&#1083;&#1086;, &#1082;&#1086;&#1075;&#1076;&#1072; &#1086;&#1085; &#1091;&#1079;&#1085;&#1072;&#1083; &#1086; &#1089;&#1074;&#1086;&#1080;&#1093; &#1085;&#1077;&#1091;&#1076;&#1072;&#1074;&#1096;&#1080;&#1093;&#1089;&#1103; &#1080;&#1085;&#1074;&#1077;&#1089;&#1090;&#1080;&#1094;&#1080;&#1103;&#1093;.","Состояние духа бизнесмена окончательно померкло, когда он узнал о своих неудавшихся инвестициях.","In the above sentence, the businessman's spirits are being described in terms of: ",В этом предложении состояние духа бизнесмена описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1089;&#1086;&#1089;&#1090;&#1086;&#1103;&#1085;&#1080;&#1077; &#1076;&#1091;&#1093;&#1072; &#1073;&#1080;&#1079;&#1085;&#1077;&#1089;&#1084;&#1077;&#1085;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Happiness is Brightness,Счастье,Brightness,Яркость,&#1071;&#1088;&#1082;&#1086;&#1089;&#1090;&#1100;,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,Cleanliness,Чистота,&#1063;&#1080;&#1089;&#1090;&#1086;&#1090;&#1072;,1
42,The businessman's spirits sunk when he learned of the failed investment.,"&#1041;&#1080;&#1079;&#1085;&#1077;&#1089;&#1084;&#1077;&#1085; &#1091;&#1087;&#1072;&#1083; &#1076;&#1091;&#1093;&#1086;&#1084;, &#1082;&#1086;&#1075;&#1076;&#1072; &#1091;&#1079;&#1085;&#1072;&#1083; &#1086; &#1089;&#1074;&#1086;&#1080;&#1093; &#1085;&#1077;&#1091;&#1076;&#1072;&#1074;&#1096;&#1080;&#1093;&#1089;&#1103; &#1080;&#1085;&#1074;&#1077;&#1089;&#1090;&#1080;&#1094;&#1080;&#1103;&#1093;.","Бизнесмен упал духом, когда узнал о своих неудавшихся инвестициях.","In the above sentence, the businessman's spirits are being described in terms of: ",В этом предложении состояние духа бизнесмена описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1089;&#1086;&#1089;&#1090;&#1086;&#1103;&#1085;&#1080;&#1077; &#1076;&#1091;&#1093;&#1072; &#1073;&#1080;&#1079;&#1085;&#1077;&#1089;&#1084;&#1077;&#1085;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Happiness is Vertical Elevation,Счастье,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Brightness,Яркость,&#1071;&#1088;&#1082;&#1086;&#1089;&#1090;&#1100;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,Arriving at a Destination,Прибывать в место назначения,&#1055;&#1088;&#1080;&#1073;&#1099;&#1074;&#1072;&#1090;&#1100; &#1074; &#1084;&#1077;&#1089;&#1090;&#1086; &#1085;&#1072;&#1079;&#1085;&#1072;&#1095;&#1077;&#1085;&#1080;&#1103;,1
43,The company is approaching an important benchmark of success.,&#1050;&#1086;&#1084;&#1087;&#1072;&#1085;&#1080;&#1103; &#1087;&#1088;&#1080;&#1073;&#1083;&#1080;&#1078;&#1072;&#1077;&#1090;&#1089;&#1103; &#1082; &#1076;&#1086;&#1089;&#1090;&#1080;&#1078;&#1077;&#1085;&#1080;&#1102; &#1074;&#1072;&#1078;&#1085;&#1086;&#1075;&#1086; &#1087;&#1086;&#1082;&#1072;&#1079;&#1072;&#1090;&#1077;&#1083;&#1103; &#1091;&#1089;&#1087;&#1077;&#1093;&#1072;.,Компания приближается к достижению важного показателя успеха.,"In the above sentence, achievement of success is being described in terms of: ",В этом предложении достижение цели компании описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1076;&#1086;&#1089;&#1090;&#1080;&#1078;&#1077;&#1085;&#1080;&#1077; &#1094;&#1077;&#1083;&#1080; &#1082;&#1086;&#1084;&#1087;&#1072;&#1085;&#1080;&#1080; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Achieving a Goal is Arriving at a Destination,Достижение цели,Reaching a Destination,Прибывать в место назначения,&#1055;&#1088;&#1080;&#1073;&#1099;&#1074;&#1072;&#1090;&#1100; &#1074; &#1084;&#1077;&#1089;&#1090;&#1086; &#1085;&#1072;&#1079;&#1085;&#1072;&#1095;&#1077;&#1085;&#1080;&#1103;,Acquiring a Desired Object,Приобретение объекта,&#1055;&#1088;&#1080;&#1086;&#1073;&#1088;&#1077;&#1090;&#1077;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Being Asleep/Awake,Сон/ Бодрствование,&#1057;&#1086;&#1085;/ &#1041;&#1086;&#1076;&#1088;&#1089;&#1090;&#1074;&#1086;&#1074;&#1072;&#1085;&#1080;&#1077;,Centrality in Space,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,2
44,The corporation's revenue this year was bigger than projected.,"&#1044;&#1086;&#1093;&#1086;&#1076; &#1082;&#1086;&#1088;&#1087;&#1086;&#1088;&#1072;&#1094;&#1080;&#1080; &#1074; &#1101;&#1090;&#1086;&#1084; &#1075;&#1086;&#1076;&#1091; &#1073;&#1099;&#1083; &#1073;&#1086;&#1083;&#1100;&#1096;&#1077;, &#1095;&#1077;&#1084; &#1086;&#1078;&#1080;&#1076;&#1072;&#1083;&#1086;&#1089;&#1100;.","Доход корпорации в этом году был больше, чем ожидалось.","In the above sentence, the corporation's revenue is being described in terms of: ",В этом предложении количество дохода описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1082;&#1086;&#1083;&#1080;&#1095;&#1077;&#1089;&#1090;&#1074;&#1086; &#1076;&#1086;&#1093;&#1086;&#1076;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Quantity  is Physical Size,Количество,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,1
45,The corporation's revenue this year was higher than projected.,"&#1044;&#1086;&#1093;&#1086;&#1076; &#1082;&#1086;&#1088;&#1087;&#1086;&#1088;&#1072;&#1094;&#1080;&#1080; &#1074; &#1101;&#1090;&#1086;&#1084; &#1075;&#1086;&#1076;&#1091; &#1073;&#1099;&#1083; &#1074;&#1099;&#1096;&#1077;, &#1095;&#1077;&#1084; &#1086;&#1078;&#1080;&#1076;&#1072;&#1083;&#1086;&#1089;&#1100;.","Доход корпорации в этом году был выше, чем ожидалось.","In the above sentence, the corporation's revenue is being described in terms of: ",В этом предложении количество дохода описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1082;&#1086;&#1083;&#1080;&#1095;&#1077;&#1089;&#1090;&#1074;&#1086; &#1076;&#1086;&#1093;&#1086;&#1076;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Quantity  is Vertical Elevation,Количество,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Cleanliness,Чистота,&#1063;&#1080;&#1089;&#1090;&#1086;&#1090;&#1072;,Holding an object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,1
46,The course material is still quite unclear to the student. ,&#1052;&#1072;&#1090;&#1077;&#1088;&#1080;&#1072;&#1083; &#1089;&#1083;&#1086;&#1078;&#1085;&#1086;&#1075;&#1086; &#1082;&#1091;&#1088;&#1089;&#1072; &#1074;&#1089;&#1077; &#1077;&#1097;&#1077; &#1089;&#1086;&#1074;&#1077;&#1088;&#1096;&#1077;&#1085;&#1085;&#1086; &#1085;&#1077;&#1103;&#1089;&#1077;&#1085; &#1089;&#1090;&#1091;&#1076;&#1077;&#1085;&#1090;&#1091;.,Материал сложного курса все еще совершенно неясен студенту.,"In the above sentence, the student's understanding of the material is being described in terms of: ",В этом предложении понимание/знание материала описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1087;&#1086;&#1085;&#1080;&#1084;&#1072;&#1085;&#1080;&#1077;/&#1079;&#1085;&#1072;&#1085;&#1080;&#1077; &#1084;&#1072;&#1090;&#1077;&#1088;&#1080;&#1072;&#1083;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,"Understanding, Knowing is Seeing something",Понимание/Знание,Seeing,Видеть,&#1042;&#1080;&#1076;&#1077;&#1090;&#1100;,Holding an Object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,An Object in Motion,Объект в движении,&#1054;&#1073;&#1098;&#1077;&#1082;&#1090; &#1074; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1080;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,1
47,The emipirical data was only a small part of his argument. ,&#1069;&#1084;&#1087;&#1080;&#1088;&#1080;&#1095;&#1077;&#1089;&#1082;&#1080;&#1077; &#1076;&#1072;&#1085;&#1085;&#1099;&#1077; &#1079;&#1072;&#1085;&#1080;&#1084;&#1072;&#1083;&#1080; &#1085;&#1080;&#1095;&#1090;&#1086;&#1078;&#1085;&#1086; &#1084;&#1072;&#1083;&#1091;&#1102; &#1095;&#1072;&#1089;&#1090;&#1100; &#1074; &#1077;&#1075;&#1086; &#1072;&#1088;&#1075;&#1091;&#1084;&#1077;&#1085;&#1090;&#1072;&#1093;.,Эмпирические данные занимали  ничтожно малую часть в  его аргументах.,"In the above sentence, the importance of the empirical data is being described in terms of: ",В этом предложении важность эмпирических аргументов описана как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1074;&#1072;&#1078;&#1085;&#1086;&#1089;&#1090;&#1100; &#1101;&#1084;&#1087;&#1080;&#1088;&#1080;&#1095;&#1077;&#1089;&#1082;&#1080;&#1093; &#1072;&#1088;&#1075;&#1091;&#1084;&#1077;&#1085;&#1090;&#1086;&#1074; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;:,Importance is Physical Size,Важность как физический размер,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Centrality in Space,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Smell,Запах,&#1047;&#1072;&#1087;&#1072;&#1093;,An Object in Motion,Объект в движении,&#1054;&#1073;&#1098;&#1077;&#1082;&#1090; &#1074; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1080;,1
48,The energetic speaker had a firm grip on the crowd.,&#1069;&#1085;&#1077;&#1088;&#1075;&#1080;&#1095;&#1085;&#1099;&#1081; &#1089;&#1087;&#1080;&#1082;&#1077;&#1088; &#1073;&#1091;&#1082;&#1074;&#1072;&#1083;&#1100;&#1085;&#1086; &#1087;&#1088;&#1080;&#1082;&#1086;&#1074;&#1072;&#1083; &#1074;&#1085;&#1080;&#1084;&#1072;&#1085;&#1080;&#1077; &#1090;&#1086;&#1083;&#1087;&#1099; &#1082; &#1089;&#1074;&#1086;&#1077;&#1084;&#1091; &#1074;&#1099;&#1089;&#1090;&#1091;&#1087;&#1083;&#1077;&#1085;&#1080;&#1102;.,Энергичный спикер буквально приковал внимание толпы к своему выступлению.,"In the above sentence, the speaker's control of the crowd is being described in terms of: ",В этом предложении состояние контроля описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1089;&#1086;&#1089;&#1090;&#1086;&#1103;&#1085;&#1080;&#1077; &#1082;&#1086;&#1085;&#1090;&#1088;&#1086;&#1083;&#1103; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Being in Control is Holding an Object,Находится под контролем,Grasping,Хватать/Сжимать,&#1061;&#1074;&#1072;&#1090;&#1072;&#1090;&#1100;/&#1057;&#1078;&#1080;&#1084;&#1072;&#1090;&#1100;,Vertical Positioning,Позиция по вертикали,&#1055;&#1086;&#1079;&#1080;&#1094;&#1080;&#1103; &#1087;&#1086; &#1074;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1080;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,Seeing something,Видеть объект,&#1042;&#1080;&#1076;&#1077;&#1090;&#1100; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;,1
49,The energetic speaker had power over the crowd.,&#1069;&#1085;&#1077;&#1088;&#1075;&#1080;&#1095;&#1085;&#1099;&#1081; &#1089;&#1087;&#1080;&#1082;&#1077;&#1088; &#1080;&#1084;&#1077;&#1083; &#1074;&#1083;&#1072;&#1089;&#1090;&#1100; &#1085;&#1072;&#1076; &#1090;&#1086;&#1083;&#1087;&#1086;&#1081;.,Энергичный спикер имел власть над толпой.,"In the above sentence, the speaker's control of the crowd is being described in terms of: ",В этом предложении состояние контроля описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1089;&#1086;&#1089;&#1090;&#1086;&#1103;&#1085;&#1080;&#1077; &#1082;&#1086;&#1085;&#1090;&#1088;&#1086;&#1083;&#1103; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Being in Control is Vertical Positioning,Находится под контролем,Being Above,Высота,&#1042;&#1099;&#1089;&#1086;&#1090;&#1072;,Holding an Object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,Being Asleep/Awake,Сон/ Бодрствование,&#1057;&#1086;&#1085;/ &#1041;&#1086;&#1076;&#1088;&#1089;&#1090;&#1074;&#1086;&#1074;&#1072;&#1085;&#1080;&#1077;,2
